-3.293373512545192394e+00 -3.299999999999999822e+00
-3.250691811071350301e+00 -3.299999999999999822e+00
-3.203740847416925774e+00 -3.279289377289376972e+00
-3.155665024588110601e+00 -3.221523260073259731e+00
-3.107935484968385786e+00 -3.164678846153845981e+00
-3.059203481851005879e+00 -3.108289743589743637e+00
-3.011093952126674189e+00 -3.053075183150182781e+00
-2.962984458893134665e+00 -2.998572802197802201e+00
-2.915583594697332970e+00 -2.945468589743589494e+00
-2.868234299023860068e+00 -2.892837820512820457e+00
-2.820435725606416977e+00 -2.841293956043955848e+00
-2.772620276809323769e+00 -2.789593956043955991e+00
-2.724614830545659672e+00 -2.738643406593406660e+00
-2.676315513826235115e+00 -2.688042399267398963e+00
-2.627825394430916450e+00 -2.637672069597069680e+00
-2.579128367968927638e+00 -2.587340018315018142e+00
-2.530672939037649893e+00 -2.537909523809523726e+00
-2.482476821387161525e+00 -2.488664377289377061e+00
-2.434056885769115830e+00 -2.439801007326007021e+00
-2.385307649207042413e+00 -2.390858058608058556e+00
-2.337474775970041829e+00 -2.342279761904761948e+00
-2.289608113413561075e+00 -2.293936172161171960e+00
-2.241429863078548301e+00 -2.245672161172160841e+00
-2.193096236052924919e+00 -2.197085805860805596e+00
-2.144727208552511755e+00 -2.148355402930402391e+00
-2.096462886763720945e+00 -2.100034981684981261e+00
-2.048232411562162181e+00 -2.051874725274725364e+00
-1.999725776788150222e+00 -2.003011355311355324e+00
-1.951012230401165004e+00 -1.954103663003662783e+00
-1.902851083915714669e+00 -1.905771153846153698e+00
-1.854828458993009299e+00 -1.857608882783882587e+00
-1.807151293327891484e+00 -1.810034890109889938e+00
-1.759648076775986336e+00 -1.762078113553113390e+00
-1.711244662621620227e+00 -1.713574358974358836e+00
-1.662893611028951391e+00 -1.664998076923076775e+00
-1.614007120988487864e+00 -1.616115567765567418e+00
-1.564878287674294155e+00 -1.566929853479853252e+00
-1.516285744499258792e+00 -1.518164194139193901e+00
-1.468228685026671698e+00 -1.469856868131867778e+00
-1.419756966610770110e+00 -1.421451831501831187e+00
-1.371336802597368010e+00 -1.372866483516483216e+00
-1.323107492721692369e+00 -1.324356684981684795e+00
-1.275569067704807269e+00 -1.276674908424908494e+00
-1.227581358404812750e+00 -1.228932692307692420e+00
-1.179058208182144574e+00 -1.180322161172161266e+00
-1.130482738780115737e+00 -1.131517216117216229e+00
-1.082633580445233834e+00 -1.083465750915750814e+00
-1.034662854140778965e+00 -1.035322619047618797e+00
-9.875053987935529243e-01 -9.881233516483511892e-01
-9.400186321798741362e-01 -9.404113553113551127e-01
-8.903892410181452055e-01 -8.907632783882779570e-01
-8.406213721725098731e-01 -8.409107142857141781e-01
-7.916136292377994321e-01 -7.917945054945052519e-01
-7.427443962425680501e-01 -7.427054945054942792e-01
-6.945322215007785349e-01 -6.941936813186813104e-01
-6.470463511569674031e-01 -6.467526556776554969e-01
-5.991619200785799348e-01 -5.988744505494500991e-01
-5.512444887261469528e-01 -5.506396520146514817e-01
-5.024961041178453991e-01 -5.019485347985344070e-01
-4.543532416733263024e-01 -4.535142857142853146e-01
-4.058472461396469000e-01 -4.053892857142855632e-01
-3.580329276775938152e-01 -3.573428571428567402e-01
-3.099931641624851797e-01 -3.090456043956040233e-01
-2.621096193280740283e-01 -2.610465201465199669e-01
-2.142429933159920030e-01 -2.129728937728936344e-01
-1.663940908533958485e-01 -1.651309523809523228e-01
-1.183205468801754590e-01 -1.169394688644684877e-01
-6.881134350708689729e-02 -6.734880952380928321e-02
-1.961375997867735241e-02 -1.774908424908394622e-02
2.880518976039504048e-02 3.061364468864535837e-02
7.715569070530398088e-02 7.887060439560489300e-02
1.254369381624538260e-01 1.273280219780219547e-01
1.735104387017015748e-01 1.757421245421246780e-01
2.219817011437039411e-01 2.239436813186816977e-01
2.703668023793532327e-01 2.726045787545792187e-01
3.192873550141873684e-01 3.214911172161172281e-01
3.674131740165549331e-01 3.701167582417586033e-01
4.160744453310673552e-01 4.184472527472529180e-01
4.643379461746546255e-01 4.671031135531134026e-01
5.130346402031549236e-01 5.159020146520147954e-01
5.604341599566720067e-01 5.636049450549451834e-01
6.079544575264562711e-01 6.113260073260078364e-01
6.564780289760447918e-01 6.597098901098905621e-01
7.048276771047036204e-01 7.082398351648349077e-01
7.550453812893904715e-01 7.586333333333339368e-01
8.054007742733925168e-01 8.091819597069598302e-01
8.546844510821610674e-01 8.584089743589746746e-01
9.031041529259531409e-01 9.070467032967037824e-01
9.515922981037920891e-01 9.555363553113558339e-01
