2.770416859776504703e-03 3.701923076923076500e-04
4.096351910900793841e-03 1.265873015873015834e-03
4.727018945935371197e-03 2.219474969474969847e-03
5.169535635534256574e-03 3.048000610500610497e-03
6.305705308191252023e-03 3.896672771672771152e-03
6.873386386796451197e-03 4.737789987789987889e-03
7.947377613634870608e-03 5.576388888888889409e-03
8.578044640527294346e-03 6.406593406593406870e-03
9.714214300211396202e-03 7.223366910866910705e-03
9.777200251368769329e-03 8.039300976800977869e-03
1.122910717307563574e-02 8.857753357753357648e-03
1.242826277329040635e-02 9.682921245421244674e-03
1.261802813719407196e-02 1.053746947496947590e-02
1.343846051762478608e-02 1.140964590964591019e-02
1.451245172089809382e-02 1.224992368742368679e-02
1.583757920775714229e-02 1.310699023199023323e-02
1.590056515762733672e-02 1.400434981684981796e-02
1.735247204967880347e-02 1.486645299145299311e-02
1.817290441716962537e-02 1.575206043956043842e-02
1.899333678242244236e-02 1.660492979242979283e-02
2.000434201684276811e-02 1.747794566544566552e-02
2.063500901838434196e-02 1.830898962148962139e-02
2.120349758202240767e-02 1.914590964590964436e-02
2.284436229378452796e-02 1.996855921855921617e-02
2.297114170273657427e-02 2.086340048840048741e-02
2.398133941166061614e-02 2.167177960927961153e-02
2.511670150095076867e-02 2.249107142857142971e-02
2.518049496103295579e-02 2.333890415140415023e-02
2.701112500601903291e-02 2.418505799755799740e-02
2.732686225571056074e-02 2.500938644688644602e-02
2.827326649066387934e-02 2.585973748473748349e-02
2.846303184458704935e-02 2.672184065934065864e-02
3.016768997598274701e-02 2.759065934065933756e-02
3.098812230866193271e-02 2.846955128205128083e-02
3.168258274600807556e-02 2.928800366300366234e-02
3.199831999083453671e-02 3.017864774114773982e-02
3.357619869791407530e-02 3.101556776556776279e-02
3.420767318330324158e-02 3.187179487179486737e-02
3.446042447951817855e-02 3.270451770451770351e-02
3.584934533675851465e-02 3.354647435897435692e-02
3.660598419643777690e-02 3.443376068376068078e-02
3.875235141036711961e-02 3.524213980463980489e-02
3.786893315334102783e-02 3.611095848595848729e-02
3.932083994004410832e-02 3.692521367521367504e-02
4.039402353934860856e-02 3.777556471306470903e-02
4.108848395524863917e-02 3.862927350427350359e-02
4.171915091297158373e-02 3.946619352869353003e-02
4.254039072664971000e-02 4.033669108669108577e-02
4.373954620284026262e-02 4.117025335775335859e-02
4.424424126717288464e-02 4.204075091575092127e-02
4.500249513026394199e-02 4.287095543345543353e-02
4.664335971361965871e-02 4.372298534798534780e-02
4.689611099954803242e-02 4.459684065934066410e-02
4.796929457230428295e-02 4.542872405372405664e-02
4.853778308487095849e-02 4.628998778998779512e-02
4.973693853761849970e-02 4.714621489621489969e-02
5.062035676042334065e-02 4.801587301587301876e-02
5.080931458837197046e-02 4.884775641025641130e-02
5.245098665280699402e-02 4.970062576312576225e-02
5.365094960239016886e-02 5.054845848595848623e-02
5.415564465044982179e-02 5.136607142857142760e-02
5.485010503523131409e-02 5.216018009768009361e-02
5.497607691881412073e-02 5.304326923076923411e-02
5.680751429741703884e-02 5.386843711843711940e-02
5.737519528161430515e-02 5.478930097680097255e-02
